census_tract,total_applications,approvals,approval_rate,denial_rate
51510201500,54,53,0.9814814814814815,0.01851851851851849
51510201601,65,63,0.9692307692307692,0.03076923076923077
51510201602,17,17,1.0,0.0
51510201802,29,26,0.896551724137931,0.10344827586206895
51510201803,55,53,0.9636363636363636,0.036363636363636376
51510201804,142,125,0.8802816901408451,0.11971830985915488
51510201805,183,174,0.9508196721311475,0.049180327868852514
51510201900,37,36,0.972972972972973,0.027027027027026973
51510202001,51,49,0.9607843137254902,0.039215686274509776
51510202002,39,35,0.8974358974358975,0.10256410256410253
51600300100,100,94,0.94,0.06000000000000005
51600300200,45,40,0.8888888888888888,0.11111111111111116
51600300300,121,112,0.9256198347107438,0.07438016528925617
51600300400,55,51,0.9272727272727272,0.07272727272727275
51600300500,36,33,0.9166666666666666,0.08333333333333337
51610500100,41,38,0.926829268292683,0.07317073170731703
51610500200,62,57,0.9193548387096774,0.08064516129032262
51610500300,29,28,0.9655172413793104,0.03448275862068961
51630000100,38,31,0.8157894736842105,0.1842105263157895
51630000201,14,13,0.9285714285714286,0.0714285714285714
51630000202,23,20,0.8695652173913043,0.13043478260869568
51630000301,1,1,1.0,0.0
51630000302,135,114,0.8444444444444444,0.15555555555555556
51630000400,64,61,0.953125,0.046875
51630000500,83,74,0.891566265060241,0.10843373493975905
51683910100,56,53,0.9464285714285714,0.0535714285714286
51683910201,48,43,0.8958333333333334,0.10416666666666663
51683910202,66,60,0.9090909090909091,0.09090909090909094
51683910301,50,46,0.92,0.07999999999999996
51683910302,51,49,0.9607843137254902,0.039215686274509776
51683910401,106,96,0.9056603773584906,0.09433962264150941
51683910402,107,98,0.9158878504672897,0.08411214953271029
51685920100,66,55,0.8333333333333334,0.16666666666666663
51685920201,112,108,0.9642857142857143,0.0357142857142857
51685920202,97,87,0.8969072164948454,0.1030927835051546
54037972201,60,56,0.9333333333333333,0.06666666666666665
54037972203,30,29,0.9666666666666667,0.033333333333333326
54037972204,30,27,0.9,0.09999999999999998
54037972300,50,44,0.88,0.12
54037972401,38,35,0.9210526315789473,0.07894736842105265
54037972402,134,126,0.9402985074626866,0.05970149253731338
54037972501,197,188,0.9543147208121827,0.045685279187817285
54037972503,101,87,0.8613861386138614,0.13861386138613863
54037972505,157,146,0.9299363057324841,0.07006369426751591
54037972506,199,189,0.949748743718593,0.05025125628140703
54037972601,21,20,0.9523809523809523,0.04761904761904767
54037972602,84,80,0.9523809523809523,0.04761904761904767
54037972701,40,33,0.825,0.17500000000000004
54037972702,89,81,0.9101123595505618,0.0898876404494382
54037972800,59,57,0.9661016949152542,0.03389830508474578
